"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: January 1, 1989 to June 16, 2015, retrieved on June 17, 2015"
" (9663 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 95% of requested data were available from station POMONA.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         9150          302            0          211            0        "
"                     POMONA.A     CLARMONT.A   none         POMONA.A     "
"Air Temps, max/min    9119          339            0          205            0        "
"                     POMONA.A     CLARMONT.A   none         POMONA.A     "
"Soil Temps, max/min   8870          477            0          316            0        "
"                     POMONA.A     CLARMONT.A   none         CLARMONT.A   "
"Rel. Humidity         9166            0            0            0          497        "
"                     POMONA.A     none         none         none         "
"ETo                   9117            0            0            0          546        "
"                     POMONA.A     none         none         none         "
"Solar Radiation       9260          242            0          161            0        "
"                     POMONA.A     CLARMONT.A   none         POMONA.A     "
"Wind Speed & Dir      9255            0            0            0          408        "
"                     POMONA.A     none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","Air min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min",
POMONA.A,19890130,2359,0.02,,69,42,,,,,,,53,51,,304,,,,
POMONA.A,19890131,2359,0.08,,68,42,,,,,,,53,51,,289,,,,
POMONA.A,19890201,2359,0.02,,69,42,,,,,,,54,51,,301,,,,
POMONA.A,19890202,2359,0.04,,70,42,,,,,,,54,52,,289,,,,
POMONA.A,19890203,2359,0.11,,71,42,,,,,,,54,52,,284,,,,
POMONA.A,19890204,2359,0.06,,70,43,,,,,,,55,52,,293,,,,
POMONA.A,19890205,2359,0.07,,69,44,,,,,,,55,53,,281,,,,
POMONA.A,19890206,2359,0.34,,69,44,,,,,,,55,53,,279,,,,
POMONA.A,19890207,2359,0.27,,67,44,,,,,,,55,53,,260,,,,
POMONA.A,19890208,2359,0.12,,66,43,,,,,,,55,53,,283,,,,
POMONA.A,19890209,2359,0.11,,67,42,,,,,,,55,53,,303,,,,
POMONA.A,19890210,2359,0.08,,66,41,,,,,,,55,52,,308,,,,
POMONA.A,19890211,2359,0.24,,66,43,,,,,,,55,53,,285,,,,
POMONA.A,19890212,2359,0.37,,67,43,,,,,,,56,53,,288,,,,
POMONA.A,19890213,2359,0.16,,66,44,,,,,,,56,53,,282,,,,
POMONA.A,19890214,2359,0.16,,66,43,,,,,,,56,53,,316,,,,
POMONA.A,19890215,2359,0.05,,66,42,,,,,,,56,53,,304,,,,
POMONA.A,19890216,2359,0.08,,65,43,,,,,,,56,53,,277,,,,
POMONA.A,19890217,2359,0.08,,65,43,,,,,,,56,53,,284,,,,
POMONA.A,19890218,2359,0.23,,64,43,,,,,,,56,54,,278,,,,
POMONA.A,19890219,2359,0.31,,65,44,,,,,,,56,53,,287,,,,
POMONA.A,19890220,2359,0.21,,66,44,,,,,,,56,53,,301,,,,
POMONA.A,19890221,2359,0.18,,65,44,,,,,,,56,53,,296,,,,
POMONA.A,19890222,2359,0.24,,67,44,,,,,,,56,53,,313,,,,
POMONA.A,19890223,2359,0.25,,67,43,,,,,,,55,53,,308,,,,
POMONA.A,19890224,2359,0.07,,67,43,,,,,,,55,53,,345,,,,
POMONA.A,19890225,2359,0.16,,66,43,,,,,,,55,53,,309,,,,
POMONA.A,19890226,2359,0.11,,67,44,,,,,,,55,53,,328,,,,
POMONA.A,19890227,2359,0.31,,64,44,,,,,,,55,53,,260,,,,
POMONA.A,19890228,2359,0.11,,66,43,,,,,,,56,53,,357,,,,
POMONA.A,19890301,2359,0.07,,67,44,,,,,,,56,53,,329,,,,
POMONA.A,19890302,2359,0.09,,67,44,,,,,,,56,54,,348,,,,
POMONA.A,19890303,2359,0.06,,66,44,,,,,,,56,54,,306,,,,
POMONA.A,19890304,2359,0.09,,65,45,,,,,,,57,55,,285,,,,
POMONA.A,19890305,2359,0.18,,67,45,,,,,,,57,55,,323,,,,
POMONA.A,19890306,2359,0.09,,67,44,,,,,,,57,55,,378,,,,
POMONA.A,19890307,2359,0.03,,70,44,,,,,,,57,55,,403,,,,
POMONA.A,19890308,2359,0.05,,69,44,,,,,,,58,55,,411,,,,
POMONA.A,19890309,2359,0.01,,71,46,,,,,,,58,55,,387,,,,
POMONA.A,19890310,2359,0.05,,70,44,,,,,,,58,56,,394,,,,
POMONA.A,19890311,2359,0.12,,71,45,,,,,,,58,55,,405,,,,
POMONA.A,19890312,2359,0.02,,71,45,,,,,,,58,55,,421,,,,
POMONA.A,19890313,2359,0.08,,69,47,,,W,4,,,58,55,,424,,,,
POMONA.A,19890314,2359,0.01,,71,47,,,W,3,,,59,56,,360,0.11,100.0,44.9,
POMONA.A,19890315,2359,0.17,,72,46,,,NW,3,,,59,56,,453,0.14,100.0,51.0,
POMONA.A,19890316,2359,0.04,,64,45,,,W,4,,,59,56,,275,0.08,99.9,60.8,
POMONA.A,19890317,2359,0.02,,68,45,,,NW,3,,,59,56,,453,0.13,100.0,43.0,
POMONA.A,19890318,2359,0.03,,74,44,,,NW,3,,,60,57,,461,0.15,100.0,38.5,
POMONA.A,19890319,2359,0.08,,76,46,,,NW,4,,,60,57,,483,0.16,97.2,39.5,
POMONA.A,19890320,2359,0.11,,85,47,,,W,3,,,60,57,,518,0.19,100.0,11.1,
POMONA.A,19890321,2359,0.08,,83,47,,,E,3,,,60,57,,536,0.22,37.5,11.1,
POMONA.A,19890322,2359,0.11,,78,47,,,W,3,,,60,57,,514,,99.8,36.1,
POMONA.A,19890323,2359,0.05,,71,46,,,NW,4,,,60,57,,472,0.14,100.0,42.6,
POMONA.A,19890324,2359,0.04,,67,54,,,NW,4,,,60,57,,346,0.12,94.6,50.4,
POMONA.A,19890325,2359,0.15,,64,50,,,NW,4,,,60,57,,124,0.03,99.5,81.3,
POMONA.A,19890326,2359,0.11,,64,43,,,NW,3,,,60,57,,483,0.13,100.0,42.5,
POMONA.A,19890327,2359,0.04,,67,41,,,NW,3,,,60,57,,406,0.15,100.0,41.5,
POMONA.A,19890328,2359,0.09,,73,44,,,NW,3,,,60,57,,512,0.16,100.0,42.8,
POMONA.A,19890329,2359,0.02,,74,45,,,NW,3,,,60,57,,520,0.15,100.0,53.0,
POMONA.A,19890330,2359,0.00,,83,46,,,W,3,,,60,57,,521,0.16,99.6,31.5,
POMONA.A,19890331,2359,0.03,,87,51,,,W,3,,,61,58,,529,0.20,99.0,14.6,
POMONA.A,19890401,2359,0.07,,76,48,,,W,3,,,72,62,,498,0.16,99.6,41.5,
POMONA.A,19890402,2359,0.00,,76,47,,,W,3,,,72,60,,547,0.17,100.0,45.3,
POMONA.A,19890403,2359,0.01,,79,47,,,NW,3,,,72,60,,546,0.17,100.0,37.3,
POMONA.A,19890404,2359,0.08,,97,52,,,E,2,,,76,62,,593,0.23,93.5,8.5,
POMONA.A,19890405,2359,0.04,,101,57,,,E,3,,,77,63,,605,0.26,37.9,7.8,
POMONA.A,19890406,2359,0.02,,104,59,,,,,,,79,65,,611,0.27,,,
POMONA.A,19890407,2359,0.06,,98,58,,,NW,4,,,77,66,,595,0.27,58.1,8.5,
POMONA.A,19890408,2359,0.01,,90,55,,,NW,3,,,78,66,,582,0.00,93.7,14.2,
POMONA.A,19890409,2359,0.01,,79,52,,,NW,4,,,76,66,,552,0.18,99.0,44.1,
POMONA.A,19890410,2359,0.00,,78,57,,,NW,4,,,75,67,,503,0.16,97.6,48.2,
POMONA.A,19890411,2359,0.04,,72,47,,,W,4,,,70,66,,107,0.03,98.2,88.3,
POMONA.A,19890412,2359,0.03,,61,50,,,NW,4,,,66,65,,100,0.03,100.0,89.0,
POMONA.A,19890413,2359,0.00,,76,52,,,NW,5,,,72,64,,449,0.14,97.0,49.7,
POMONA.A,19890414,2359,0.00,,74,56,,,NW,4,,,72,65,,430,0.14,93.6,55.3,
POMONA.A,19890415,2359,0.00,,74,49,,,NW,4,,,73,65,,430,0.13,99.2,53.6,
POMONA.A,19890416,2359,0.00,,72,52,,,NW,4,,,70,66,,331,0.09,98.4,55.1,
POMONA.A,19890417,2359,0.05,,73,51,,,NW,3,,,71,65,,400,0.12,100.0,47.0,
POMONA.A,19890418,2359,0.00,,79,42,,,NW,4,,,73,64,,488,0.16,100.0,44.1,
POMONA.A,19890419,2359,0.00,,81,48,,,W,4,,,74,66,,518,0.18,100.0,39.0,
POMONA.A,19890420,2359,0.00,,81,51,,,W,3,,,74,65,,507,0.17,100.0,25.3,
POMONA.A,19890421,2359,0.00,,73,48,,,NW,4,,,74,67,,479,0.15,100.0,38.7,
POMONA.A,19890422,2359,0.00,,70,45,,,NW,3,,,73,64,,543,0.17,100.0,36.8,
POMONA.A,19890423,2359,0.00,,65,42,,,W,4,,,70,62,,474,0.16,100.0,45.3,
POMONA.A,19890424,2359,0.00,,60,40,,,NW,5,,,69,62,,501,0.16,100.0,26.3,
POMONA.A,19890425,2359,0.15,,65,32,,,NW,4,,,68,59,,494,0.16,100.0,39.3,
POMONA.A,19890426,2359,0.01,,65,36,,,W,4,,,67,60,,662,0.12,100.0,43.0,
POMONA.A,19890427,2359,0.01,,72,36,,,W,3,,,69,59,,626,0.19,100.0,28.9,
POMONA.A,19890428,2359,0.00,,78,37,,,W,3,,,71,61,,622,0.21,100.0,31.8,
POMONA.A,19890429,2359,0.00,,78,39,,,W,3,,,72,61,,591,0.20,100.0,31.5,
POMONA.A,19890430,2359,0.00,,77,42,,,W,3,,,72,63,,590,0.20,100.0,16.8,
POMONA.A,19890501,2359,0.00,,76,49,,,SW,4,,,73,63,,637,0.08,100.0,32.0,
POMONA.A,19890502,2359,0.00,,79,50,,,SW,3,,,74,64,,628,0.22,100.0,32.1,
POMONA.A,19890503,2359,0.00,,83,53,,,SW,3,,,76,65,,633,0.22,100.0,35.7,
POMONA.A,19890504,2359,0.00,,85,54,,,SW,4,,,76,67,,573,0.19,100.0,40.6,
POMONA.A,19890505,2359,0.00,,83,54,,,SW,4,,,76,69,,541,0.19,99.2,43.7,
POMONA.A,19890506,2359,0.00,,83,57,,,SW,4,,,75,68,,549,0.08,99.6,32.4,
POMONA.A,19890507,2359,0.00,,83,53,,,W,3,,,76,67,,595,0.20,100.0,35.3,
POMONA.A,19890508,2359,0.00,,84,53,,,SW,4,,,75,67,,595,0.22,100.0,25.6,
POMONA.A,19890509,2359,0.00,,72,54,,,SW,5,,,74,69,,415,0.05,99.7,60.2,
POMONA.A,19890510,2359,0.00,,61,46,,,SW,6,,,72,68,,252,0.16,100.0,44.8,
POMONA.A,19890511,2359,0.00,,58,46,,,SW,4,,,68,64,,230,0.07,100.0,48.5,
POMONA.A,19890512,2359,0.00,,64,49,,,W,3,,,67,63,,466,0.09,100.0,60.0,
POMONA.A,19890513,2359,0.00,,56,50,,,SW,5,,,66,64,,285,0.09,96.5,72.3,
POMONA.A,19890514,2359,0.00,,63,50,,,SW,4,,,65,63,,214,0.07,93.0,66.4,
POMONA.A,19890515,2359,0.00,,59,50,,,W,4,,,65,63,,186,0.05,96.1,77.5,
POMONA.A,19890516,2359,0.00,,70,50,,,SW,4,,,71,63,,457,0.15,99.3,61.1,
POMONA.A,19890517,2359,0.00,,64,50,,,SW,4,,,67,65,,530,0.06,99.1,78.0,
POMONA.A,19890518,2359,0.00,,70,49,,,W,4,,,68,65,,516,0.12,98.9,53.5,
POMONA.A,19890519,2359,0.00,,77,48,,,SW,3,,,71,63,,627,0.21,100.0,40.5,
POMONA.A,19890520,2359,0.00,,82,53,,,SW,3,,,72,65,,628,0.23,100.0,26.9,
POMONA.A,19890521,2359,0.00,,81,53,,,SW,3,,,79,65,,670,0.25,100.0,27.0,
POMONA.A,19890522,2359,0.00,,80,52,,,SW,4,,,71,65,,643,0.26,100.0,16.5,
POMONA.A,19890523,2359,0.01,,77,50,,,SW,5,,,69,65,,681,0.25,100.0,25.1,
POMONA.A,19890524,2359,0.00,,73,48,,,SW,4,,,70,64,,656,0.24,100.0,26.0,
POMONA.A,19890525,2359,0.00,,74,49,,,SW,4,,,70,64,,654,0.24,100.0,37.9,
POMONA.A,19890526,2359,0.00,,80,50,,,SW,4,,,71,65,,656,0.23,100.0,37.5,
POMONA.A,19890527,2359,0.00,,76,50,,,SW,5,,,71,66,,657,0.21,100.0,49.1,
POMONA.A,19890528,2359,0.00,,73,49,,,SW,4,,,71,67,,516,0.17,100.0,44.2,
POMONA.A,19890529,2359,0.00,,71,50,,,SW,4,,,70,67,,559,0.19,100.0,45.1,
POMONA.A,19890530,2359,0.00,,74,47,,,SW,4,,,71,66,,654,0.22,100.0,40.1,
POMONA.A,19890531,2359,0.00,,81,49,,,SW,4,,,71,66,,651,0.24,100.0,30.0,
POMONA.A,19890601,2359,0.00,,80,49,,,SW,5,,,72,67,,629,0.21,100.0,43.3,
POMONA.A,19890602,2359,0.00,,75,58,,,SW,6,,,71,68,,527,0.00,96.0,87.1,
POMONA.A,19890603,2359,0.00,,65,56,,,SW,4,,,70,67,,538,0.02,97.0,84.7,
POMONA.A,19890604,2359,0.00,,71,57,,,SW,4,,,69,66,,523,0.10,92.7,63.5,
POMONA.A,19890605,2359,0.00,,74,51,,,SW,5,,,70,66,,531,0.16,95.0,58.3,
POMONA.A,19890606,2359,0.00,,74,48,,,SW,4,,,71,65,,636,0.19,99.0,64.9,
POMONA.A,19890607,2359,0.00,,69,51,,,SW,4,,,69,63,,507,0.07,97.9,76.0,
POMONA.A,19890608,2359,0.00,,78,55,,,SW,4,,,68,61,,548,,95.5,72.2,
POMONA.A,19890609,2359,0.00,,68,60,,,SW,5,,,68,68,,330,,92.5,77.7,
POMONA.A,19890610,2359,0.00,,78,56,,,SW,4,,,68,67,,141,0.01,99.5,87.6,
POMONA.A,19890611,2359,0.00,,77,52,,,SW,3,,,70,66,,482,0.14,99.3,64.6,
POMONA.A,19890612,2359,0.00,,82,49,,,SW,4,,,71,65,,649,0.08,98.1,56.6,
POMONA.A,19890613,2359,0.00,,87,53,,,SW,4,,,73,67,,651,0.21,99.9,54.8,
POMONA.A,19890614,2359,0.00,,91,56,,,SW,4,,,75,68,,642,0.22,99.1,49.9,
POMONA.A,19890615,2359,0.00,,84,57,,,SW,5,,,76,71,,641,0.21,99.8,62.6,
POMONA.A,19890616,2359,0.00,,85,56,,,SW,4,,,75,70,,634,0.21,100.0,55.4,
POMONA.A,19890617,2359,0.00,,91,55,,,SW,3,,,76,70,,673,0.23,100.0,38.0,
POMONA.A,19890618,2359,0.00,,96,56,,,SW,3,,,77,71,,687,0.26,100.0,31.1,
POMONA.A,19890619,2359,0.00,,95,59,,,SW,3,,,76,71,,549,0.20,91.8,37.1,
POMONA.A,19890620,2359,0.00,,94,58,,,SW,4,,,77,71,,699,0.27,93.4,29.4,
POMONA.A,19890621,2359,0.00,,94,54,,,SW,3,,,76,71,,668,0.24,100.0,34.3,
POMONA.A,19890622,2359,0.00,,87,55,,,SW,5,,,75,71,,654,0.22,100.0,50.0,
POMONA.A,19890623,2359,0.00,,85,56,,,SW,5,,,74,71,,580,0.18,96.5,65.5,
POMONA.A,19890624,2359,0.00,,74,58,,,SW,4,,,73,70,,526,0.16,89.9,62.3,
POMONA.A,19890625,2359,0.00,,80,55,,,SW,4,,,74,70,,576,0.18,100.0,53.9,
POMONA.A,19890626,2359,0.00,,86,51,,,SW,4,,,74,69,,683,0.22,100.0,43.5,
POMONA.A,19890627,2359,0.00,,86,51,,,SW,4,,,73,69,,677,0.23,100.0,40.6,
POMONA.A,19890628,2359,0.00,,83,50,,,W,4,,,73,68,,678,0.22,100.0,40.9,
POMONA.A,19890629,2359,0.00,,80,49,,,SW,4,,,72,68,,690,0.21,100.0,52.1,
POMONA.A,19890630,2359,0.00,,83,50,,,SW,4,,,73,67,,685,0.22,100.0,46.6,
POMONA.A,19890701,2359,0.00,,86,53,,,SW,4,,,73,68,,680,0.23,100.0,48.9,
POMONA.A,19890702,2359,0.00,,89,54,,,SW,4,,,74,69,,696,0.24,100.0,43.3,
POMONA.A,19890703,2359,0.00,,94,52,,,SW,3,,,74,69,,643,0.23,100.0,28.8,
POMONA.A,19890704,2359,0.00,,103,56,,,W,3,,,76,69,,682,0.27,96.0,10.3,
POMONA.A,19890705,2359,0.00,,95,60,,,SW,4,,,76,71,,653,0.26,98.5,23.5,
POMONA.A,19890706,2359,0.00,,89,52,,,SW,4,,,76,72,,642,0.21,100.0,52.3,
POMONA.A,19890707,2359,0.00,,88,49,,,SW,4,,,75,72,,558,0.19,100.0,54.2,
POMONA.A,19890708,2359,0.00,,89,53,,,SW,4,,,76,71,,576,0.19,100.0,48.3,
POMONA.A,19890709,2359,0.00,,83,55,,,SW,4,,,76,71,,577,0.19,100.0,60.9,
POMONA.A,19890710,2359,0.00,,82,56,,,SW,4,,,77,71,,609,0.20,100.0,62.0,
POMONA.A,19890711,2359,0.00,,81,58,,,SW,5,,,76,71,,617,0.20,100.0,67.4,
POMONA.A,19890712,2359,0.00,,87,56,,,W,4,,,77,72,,635,0.21,100.0,59.2,
POMONA.A,19890713,2359,0.00,,89,53,,,SW,4,,,76,70,,655,0.23,100.0,37.2,
POMONA.A,19890714,2359,0.00,,91,52,,,SW,3,,,76,70,,641,0.23,100.0,43.4,
POMONA.A,19890715,2359,0.00,,85,52,,,SW,4,,,76,71,,666,0.22,100.0,59.2,
POMONA.A,19890716,2359,0.00,,85,50,,,SW,4,,,76,71,,669,0.22,100.0,49.8,
POMONA.A,19890717,2359,0.00,,88,61,,,SW,4,,,76,71,,640,0.22,100.0,46.0,
POMONA.A,19890718,2359,0.00,,87,56,,,SW,4,,,76,72,,589,0.20,100.0,54.5,
POMONA.A,19890719,2359,0.00,,94,57,,,SW,4,,,77,71,,619,0.22,100.0,45.6,
POMONA.A,19890720,2359,0.00,,94,62,,,SW,4,,,78,73,,608,0.22,99.4,52.8,
POMONA.A,19890721,2359,0.00,,92,59,,,SW,4,,,77,74,,578,0.22,99.5,35.9,
POMONA.A,19890722,2359,0.00,,89,60,,,SW,5,,,77,73,,606,0.21,99.2,55.0,
POMONA.A,19890723,2359,0.00,,86,59,,,W,4,,,78,73,,625,0.20,100.0,62.0,
POMONA.A,19890724,2359,0.00,,84,59,,,SW,4,,,79,73,,604,0.20,99.0,61.6,
POMONA.A,19890725,2359,0.00,,92,58,,,SW,4,,,78,72,,597,0.20,98.3,53.5,
POMONA.A,19890726,2359,0.00,,90,58,,,SW,3,,,78,72,,611,0.21,98.1,54.6,
POMONA.A,19890727,2359,0.00,,91,58,,,SW,4,,,78,72,,615,0.21,98.3,55.0,
POMONA.A,19890728,2359,0.00,,92,59,,,SW,4,,,78,73,,602,0.23,98.3,41.3,
POMONA.A,19890729,2359,0.00,,89,55,,,SW,4,,,78,71,,615,0.21,98.9,49.5,
POMONA.A,19890730,2359,0.00,,90,56,,,SW,4,,,78,71,,606,0.21,98.8,36.1,
POMONA.A,19890731,2359,0.00,,88,56,,,SW,4,,,78,71,,625,0.22,99.0,38.5,
POMONA.A,19890801,2359,0.00,,86,55,,,SW,4,,,78,71,,638,0.22,98.4,42.7,
POMONA.A,19890802,2359,0.00,,87,54,,,SW,4,,,77,71,,632,0.22,99.4,43.0,
POMONA.A,19890803,2359,0.00,,88,52,,,SW,4,,,77,70,,623,0.22,98.7,42.0,
POMONA.A,19890804,2359,0.00,,90,52,,,SW,4,,,77,70,,633,0.23,98.1,27.1,
POMONA.A,19890805,2359,0.00,,89,60,,,SW,4,,,77,71,,602,0.23,98.8,26.3,
POMONA.A,19890806,2359,0.00,,90,56,,,SW,4,,,79,73,,605,0.23,98.6,38.4,
POMONA.A,19890807,2359,0.00,,88,59,,,W,4,,,79,73,,536,0.23,88.5,46.0,
POMONA.A,19890808,2359,0.00,,89,59,,,W,4,,,78,74,,567,0.18,95.5,62.5,
POMONA.A,19890809,2359,0.00,,89,60,,,SW,4,,,78,73,,566,0.19,94.6,60.0,
POMONA.A,19890810,2359,0.00,,88,61,,,SW,4,,,79,74,,575,0.18,95.7,61.5,
POMONA.A,19890811,2359,0.00,,89,60,,,SW,4,,,79,74,,583,0.20,95.6,57.4,
POMONA.A,19890812,2359,0.00,,90,60,,,SW,4,,,79,73,,595,0.21,95.0,44.7,
POMONA.A,19890813,2359,0.00,,89,60,,,SW,4,,,79,73,,604,0.23,96.4,34.6,
POMONA.A,19890814,2359,0.00,,88,61,,,SW,4,,,78,71,,608,0.21,99.9,26.3,
POMONA.A,19890815,2359,0.00,,87,60,,,SW,4,,,78,71,,591,0.18,100.0,47.6,
POMONA.A,19890816,2359,0.00,,84,55,,,SW,4,,,77,71,,600,0.18,100.0,40.4,
POMONA.A,19890817,2359,0.00,,88,60,,,SW,3,,,76,71,,537,0.16,100.0,49.4,
POMONA.A,19890818,2359,0.00,,83,56,,,SW,3,,,75,70,,509,0.16,96.8,57.2,
POMONA.A,19890819,2359,0.00,,83,56,,,SW,4,,,75,70,,509,0.16,96.8,55.1,
POMONA.A,19890820,2359,0.00,,77,56,,,SW,4,,,73,70,,413,0.12,96.8,61.2,
POMONA.A,19890821,2359,0.00,,81,55,,,SW,3,,,74,69,,451,0.14,96.5,54.9,
POMONA.A,19890822,2359,0.00,,82,51,,,SW,4,,,74,68,,574,0.18,97.2,55.9,
POMONA.A,19890823,2359,0.00,,78,55,,,SW,4,,,71,61,,410,0.12,96.8,60.3,
POMONA.A,19890824,2359,0.00,,80,57,,,SW,3,,,72,67,,414,0.13,96.8,58.4,
POMONA.A,19890825,2359,0.00,,79,57,,,SW,4,,,72,69,,406,0.12,96.9,58.8,
POMONA.A,19890826,2359,0.00,,81,56,,,SW,4,,,73,69,,494,0.15,96.9,58.8,
POMONA.A,19890827,2359,0.00,,82,53,,,W,3,,,74,68,,552,0.17,97.1,55.1,
POMONA.A,19890828,2359,0.00,,87,47,,,W,3,,,74,68,,550,0.18,97.6,40.5,
POMONA.A,19890829,2359,0.00,,85,47,,,SW,3,,,74,68,,545,0.18,97.5,48.7,
